Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Rec Yds,Y/Rec,Rec TD,Rec 1D,Rec Lng,Rec/G,Rec Y/G,Ctch%,Y/Tgt,Att,Rush Yds,Rush TD,Rush 1D,Rush Lng,Rush Y/A,Rush Y/G,Rush A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Player ID
449,DeAndre Smelter,SFO,25,WR,2,0,1,1,23,23.0,0,1,23,0.5,11.5,100.0%,23.0,,,,0,,,,,1,23.0,23,0,0,SmelDe00
450,Luke Stocker,TAM,28,TE,12,10,8,5,23,4.6,0,2,11,0.4,1.9,62.5%,2.9,,,,0,,,,,5,4.6,23,0,0,StocLu00
451,Matt Lengel,NWE,26,TE,6,0,3,2,22,11.0,1,1,18,0.3,3.7,66.7%,7.3,,,,0,,,,,2,11.0,22,1,0,LengMa00
452,EJ Manuel,BUF,26,QB,6,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,22,0,3,8,2.8,3.7,1.3,8,2.8,22,0,2,ManuEJ00
453,Khiry Robinson,NYJ,27,RB,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,22,0,1,10,2.8,22.0,8.0,8,2.8,22,0,1,RobiKh00
454,Griff Whalen,SDG,26,WR,8,0,4,2,22,11.0,0,1,12,0.3,2.8,50.0%,5.5,,,,0,,,,,2,11.0,22,0,0,WhalGr00
455,Tyler Ervin,HOU,23,RB,12,0,5,3,18,6.0,0,0,9,0.3,1.5,60.0%,3.6,1,3,0,0,3,3.0,0.3,0.1,4,5.3,21,0,3,ErviTy00
456,Josh McCown,CLE,37,QB,5,3,0,0,0,,0,0,0,0.0,0.0,0.0%,,7,21,0,0,7,3.0,4.2,1.4,7,3.0,21,0,7,McCoJo01
457,Drew Brees*,NOR,37,QB,16,16,0,0,0,,0,0,0,0.0,0.0,0.0%,,23,20,2,7,7,0.9,1.3,1.4,23,0.9,20,2,5,BreeDr00
458,Devin Smith,NYJ,24,WR,4,0,3,1,20,20.0,0,1,20,0.3,5.0,33.3%,6.7,,,,0,,,,,1,20.0,20,0,0,SmitDe04
459,Devin Street,IND,25,WR,5,0,6,1,20,20.0,0,1,20,0.2,4.0,16.7%,3.3,,,,0,,,,,1,20.0,20,0,0,StreDe00
460,Brandon Bolden,NWE,26,RB,14,0,4,2,15,7.5,0,1,13,0.1,1.1,50.0%,3.8,1,4,0,0,4,4.0,0.3,0.1,3,6.3,19,0,0,BoldBr00
461,Clay Harbor,2TM,29,TE,15,2,3,3,19,6.3,0,0,9,0.2,1.3,100.0%,6.3,,,,0,,,,,3,6.3,19,0,0,HarbCl00
462,Bryce Petty,NYJ,25,QB,6,4,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,19,0,1,9,3.8,3.2,0.8,5,3.8,19,0,1,PettBr01
463,James Develin,NWE,28,RB,16,4,6,3,18,6.0,0,2,13,0.2,1.1,50.0%,3.0,,,,0,,,,,3,6.0,18,0,0,DeveJa00
464,Cody Kessler,CLE,23,QB,9,8,0,0,0,,0,0,0,0.0,0.0,0.0%,,11,18,0,1,8,1.6,2.0,1.2,11,1.6,18,0,4,KessCo00
465,J.D. McKissic,SEA,23,WR,1,0,2,2,16,8.0,0,0,10,2.0,16.0,100.0%,8.0,1,2,0,0,2,2.0,2.0,1.0,3,6.0,18,0,0,McKiJ.00
466,Cole Wick,DET,23,TE,6,0,3,2,18,9.0,0,1,13,0.3,3.0,66.7%,6.0,,,,0,,,,,2,9.0,18,0,0,WickCo00
467,Brenton Bersin,CAR,26,WR,10,0,6,2,17,8.5,0,2,10,0.2,1.7,33.3%,2.8,,,,0,,,,,2,8.5,17,0,0,BersBr00
468,Jalston Fowler,TEN,26,RB,16,6,2,1,14,14.0,0,1,14,0.1,0.9,50.0%,7.0,1,3,0,0,3,3.0,0.2,0.1,2,8.5,17,0,0,FowlJa00
469,Connor Hamlett,CLE,24,TE,3,2,1,1,17,17.0,1,1,17,0.3,5.7,100.0%,17.0,,,,0,,,,,1,17.0,17,1,0,HamlCo01
470,Percy Harvin,BUF,28,WR,2,1,4,2,6,3.0,0,0,5,1.0,3.0,50.0%,1.5,1,11,0,1,11,11.0,5.5,0.5,3,5.7,17,0,0,HarvPe00
471,Damiere Byrd,CAR,23,WR,1,0,1,1,16,16.0,0,1,16,1.0,16.0,100.0%,16.0,,,,0,,,,,1,16.0,16,0,0,ByrdDa00
472,Jared Goff,LAR,22,QB,7,7,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,16,1,1,6,2.0,2.3,1.1,8,2.0,16,1,5,GoffJa00
473,Colton Schmidt,BUF,26,P,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,16,0,1,16,16.0,1.0,0.1,1,16.0,16,0,1,SchmCo00
474,Bralon Addison,CHI,23,WR,2,0,1,1,11,11.0,0,1,11,0.5,5.5,100.0%,11.0,1,4,0,1,4,4.0,2.0,0.5,2,7.5,15,0,1,AddiBr01
475,Antonio Andrews,TEN,24,RB,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,15,0,0,9,7.5,0.9,0.1,2,7.5,15,0,0,AndrAn00
476,Zach Line,MIN,26,RB,15,4,3,0,0,,0,0,0,0.0,0.0,0.0%,0.0,7,15,0,3,5,2.1,1.0,0.5,7,2.1,15,0,0,LineZa01
477,Marc Mariani,TEN,29,WR,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,15,0,1,15,15.0,0.9,0.1,1,15.0,15,0,1,MariMa00
478,Logan Paulsen,CHI,29,TE,16,12,10,3,15,5.0,0,1,7,0.2,0.9,30.0%,1.5,,,,0,,,,,3,5.0,15,0,0,PaulLo00
479,Cedric Peerman,CIN,30,RB,6,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,6,15,0,0,4,2.5,2.5,1.0,6,2.5,15,0,0,PeerCe00
480,Jay Prosch,HOU,24,RB,15,1,1,1,6,6.0,0,1,6,0.1,0.4,100.0%,6.0,4,9,0,3,5,2.3,0.6,0.3,5,3.0,15,0,0,ProsJa00
481,Ross Travis,KAN,23,LB,6,3,6,3,15,5.0,0,1,6,0.5,2.5,50.0%,2.5,,,,0,,,,,3,5.0,15,0,0,TravRo00
482,Laquon Treadwell,MIN,21,WR,9,1,3,1,15,15.0,0,1,15,0.1,1.7,33.3%,5.0,,,,0,,,,,1,15.0,15,0,0,TreaLa00
483,Gerald Christian,BUF,25,TE,3,0,2,1,14,14.0,0,1,14,0.3,4.7,50.0%,7.0,,,,0,,,,,1,14.0,14,0,0,ChriGe00
484,Ben Roethlisberger*,PIT,34,QB,14,14,0,0,0,,0,0,0,0.0,0.0,0.0%,,16,14,1,3,14,0.9,1.0,1.1,16,0.9,14,1,8,RoetBe00
485,Je'Ron Hamm,SFO,24,TE,5,0,4,2,13,6.5,0,1,7,0.4,2.6,50.0%,3.3,,,,0,,,,,2,6.5,13,0,0,HammJe01
486,Dwayne Harris*,NYG,29,WR,16,1,1,1,13,13.0,1,1,13,0.1,0.8,100.0%,13.0,,,,0,,,,,1,13.0,13,1,3,HarrDw00
487,Ryan Hewitt,CIN,25,TE,16,11,3,2,13,6.5,0,1,8,0.1,0.8,66.7%,4.3,,,,0,,,,,2,6.5,13,0,0,HewiRy00
488,Henry Krieger-Coble,DEN,24,TE,2,0,1,1,13,13.0,0,0,13,0.5,6.5,100.0%,13.0,,,,0,,,,,1,13.0,13,0,0,KrieHe00
489,MyCole Pruitt,2TM,24,TE,4,0,2,2,13,6.5,0,0,7,0.5,3.3,100.0%,6.5,,,,0,,,,,2,6.5,13,0,0,PruiMy00
490,Jake Fisher,CIN,23,T,15,3,1,1,12,12.0,0,0,12,0.1,0.8,100.0%,12.0,,,,0,,,,,1,12.0,12,0,1,FishJa00
491,Terrence Magee,SEA,23,RB,2,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,3,12,0,0,5,4.0,6.0,1.5,3,4.0,12,0,0,MageTe00
492,Tom Savage,HOU,26,QB,3,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,6,12,0,2,11,2.0,4.0,2.0,6,2.0,12,0,1,SavaTo00
493,Stepfan Taylor,ARI,25,RB,15,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,12,0,1,12,3.0,0.8,0.3,4,3.0,12,0,0,TaylSt00
494,Jeremy Butler,SDG,25,WR,4,0,2,2,11,5.5,0,0,6,0.5,2.8,100.0%,5.5,,,,0,,,,,2,5.5,11,0,0,ButlJe01
495,Alex Ellis,JAX,23,TE,6,3,4,3,11,3.7,0,0,6,0.5,1.8,75.0%,2.8,,,,0,,,,,3,3.7,11,0,0,ElliAl01
496,Bronson Hill,JAX,23,RB,3,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,2,11,0,0,7,5.5,3.7,0.7,2,5.5,11,0,0,HillBr01
497,Paul Lasike,CHI,26,RB,10,3,1,1,3,3.0,0,0,3,0.1,0.3,100.0%,3.0,3,8,0,3,5,2.7,0.8,0.3,4,2.8,11,0,0,LasiPa00
498,Anthony Sherman,KAN,28,RB,16,3,6,4,11,2.8,0,0,6,0.3,0.7,66.7%,1.8,,,,0,,,,,4,2.8,11,0,0,SherAn00
499,Derek Carrier,WAS,26,TE,8,0,2,2,10,5.0,0,0,6,0.3,1.3,100.0%,5.0,,,,0,,,,,2,5.0,10,0,0,CarrDe00
500,Taylor Lewan *,TEN,25,LT,16,16,1,1,10,10.0,1,1,10,0.1,0.6,100.0%,10.0,,,,0,,,,,1,10.0,10,1,0,LewaTa00
501,Chris Manhertz,2TM,24,TE,7,2,1,1,10,10.0,0,0,10,0.1,1.4,100.0%,10.0,,,,0,,,,,1,10.0,10,0,0,ManhCh00
502,Lorenzo Taliaferro,BAL,25,RB,3,0,3,3,10,3.3,0,0,8,1.0,3.3,100.0%,3.3,1,0,0,0,0,0.0,0.0,0.3,4,2.5,10,0,0,TaliLo00
503,Jimmy Garoppolo,NWE,25,QB,6,2,1,1,3,3.0,0,0,3,0.2,0.5,100.0%,3.0,10,6,0,1,10,0.6,1.0,1.7,11,0.8,9,0,2,GaroJi00
504,Geno Smith,NYJ,26,QB,2,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,9,0,1,7,4.5,4.5,1.0,2,4.5,9,0,1,SmitGe00
505,Tony Washington,JAX,24,WR,2,0,1,1,9,9.0,0,0,9,0.5,4.5,100.0%,9.0,,,,0,,,,,1,9.0,9,0,0,WashTo00
506,Jared Abbrederis,GNB,26,WR,5,0,2,1,8,8.0,0,0,8,0.2,1.6,50.0%,4.0,,,,0,,,,,1,8.0,8,0,0,AbbrJa00
507,Matthew Mulligan,DET,31,TE,8,0,1,1,8,8.0,0,0,8,0.1,1.0,100.0%,8.0,,,,0,,,,,1,8.0,8,0,0,MullMa00
508,Rashad Ross,WAS,26,WR,5,0,1,1,8,8.0,0,0,8,0.2,1.6,100.0%,8.0,,,,0,,,,,1,8.0,8,0,0,RossRa00
509,Joe Banyard,JAX,28,RB,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,7,0,0,7,3.5,7.0,2.0,2,3.5,7,0,0,BanyJo00
510,Daryl Richardson,PIT,26,RB,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,7,0,0,6,3.5,2.3,0.7,2,3.5,7,0,0,RichDa00
511,Stevan Ridley,ATL,27,RB,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,3,7,0,1,7,2.3,7.0,3.0,3,2.3,7,0,0,RidlSt00
512,Brandon McManus,DEN,25,K,16,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,6,0,0,6,6.0,0.4,0.1,1,6.0,6,0,0,McMaBr01
513,Paul McRoberts,LAR,24,WR,2,0,1,1,6,6.0,0,0,6,0.5,3.0,100.0%,6.0,,,,0,,,,,1,6.0,6,0,0,McRoPa00
514,Raheem Mostert,2TM,24,RB,3,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,6,0,0,6,6.0,2.0,0.3,1,6.0,6,0,0,MostRa00
515,George Farmer,SEA,23,WR,2,0,3,1,4,4.0,0,0,4,0.5,2.0,33.3%,1.3,1,1,0,0,1,1.0,0.5,0.5,2,2.5,5,0,0,FarmGe02
516,Shaun Hill,MIN,36,QB,3,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,5,5,0,0,9,1.0,1.7,1.7,5,1.0,5,0,0,HillSh00
517,Roosevelt Nix,PIT,24,RB,10,2,2,2,5,2.5,0,0,3,0.2,0.5,100.0%,2.5,,,,0,,,,,2,2.5,5,0,0,NixxRo01
518,Matthew Slater*+,NWE,31,WR,13,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,1,5,0,1,5,5.0,0.4,0.1,1,5.0,5,0,2,SlatMa00
519,Derek Anderson,CAR,33,QB,5,2,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,4,0,0,4,4.0,0.8,0.2,1,4.0,4,0,1,AndeDe00
520,Matt Barkley,CHI,26,QB,7,6,1,1,2,2.0,1,1,2,0.1,0.3,100.0%,2.0,7,2,0,0,5,0.3,0.3,1.0,8,0.5,4,1,4,BarkMa00
521,Joique Bell,2TM,30,RB,7,0,1,1,-2,-2.0,0,0,0,0.1,-0.3,100.0%,-2.0,3,6,0,0,6,2.0,0.9,0.4,4,1.0,4,0,0,BellJo01
522,David Morgan,MIN,23,TE,12,0,1,1,4,4.0,0,0,4,0.1,0.3,100.0%,4.0,,,,0,,,,,1,4.0,4,0,0,MorgDa01
523,Chase Reynolds,LAR,29,RB,16,0,1,1,4,4.0,0,1,4,0.1,0.3,100.0%,4.0,,,,0,,,,,1,4.0,4,0,0,ReynCh00
524,Rod Smith,DAL,24,RB,7,0,1,1,4,4.0,0,0,4,0.1,0.6,100.0%,4.0,,,,0,,,,,1,4.0,4,0,0,SmitRo06
525,Randall Telfer,CLE,24,TE,14,5,7,2,4,2.0,0,0,7,0.1,0.3,28.6%,0.6,,,,0,,,,,2,2.0,4,0,0,TelfRa00
526,Matt Cassel,TEN,34,QB,4,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,4,3,0,0,3,0.8,0.8,1.0,4,0.8,3,0,1,CassMa00
527,Marcus Murphy,NOR,25,RB,3,0,1,1,3,3.0,0,0,3,0.3,1.0,100.0%,3.0,,,,0,,,,,1,3.0,3,0,0,MurpMa03
528,Jordan Payton,CLE,23,WR,4,0,3,1,3,3.0,0,0,3,0.3,0.8,33.3%,1.0,,,,0,,,,,1,3.0,3,0,0,PaytJo00
529,Scott Tolzien,IND,29,QB,3,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,6,3,0,0,5,0.5,1.0,2.0,6,0.5,3,0,1,TolzSc00
530,Joe Webb,CAR,30,QB,14,0,3,1,3,3.0,0,0,3,0.1,0.2,33.3%,1.0,,,,0,,,,,1,3.0,3,0,0,WebbJo00
531,Chris Prosinski,CHI,29,DB,16,1,0,0,0,,0,0,0,0.0,0.0,0.0%,,1,2,0,1,2,2.0,0.1,0.1,1,2.0,2,0,0,ProsCh00
532,Will Tukuafu,SEA,32,,7,1,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,2,2,0,0,2,1.0,0.3,0.3,2,1.0,2,0,0,TukuWi00
533,Trevone Boykin,SEA,23,QB,5,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,8,1,0,1,11,0.1,0.2,1.6,8,0.1,1,0,1,BoykTr00
534,Jakeem Grant,MIA,24,WR,16,0,1,0,0,,0,0,0,0.0,0.0,0.0%,0.0,1,1,0,0,1,1.0,0.1,0.1,1,1.0,1,0,4,GranJa00
535,Donald Penn*,OAK,33,LT,16,16,1,1,1,1.0,1,1,1,0.1,0.1,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,PennDo20
536,Dontari Poe,KAN,26,NT,16,16,0,0,0,,0,1,0,0.0,0.0,0.0%,,1,1,1,1,1,1.0,0.1,0.1,1,1.0,1,1,0,PoexDo00
537,D.J. Tialavea,ATL,25,TE,2,0,1,1,1,1.0,1,1,1,0.5,0.5,100.0%,1.0,,,,0,,,,,1,1.0,1,1,0,TialD.00
538,Charlie Whitehurst,CLE,34,QB,1,0,0,0,0,,0,0,0,0.0,0.0,0.0%,,2,1,0,0,2,0.5,1.0,2.0,2,0.5,1,0,0,WhitCh02
